"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","pdfFileReadTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.PdfFileTest","filePractice.fileLesson.PdfFileTest","pdfFileReadTest"
"","0","zipFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.PdfFileTest","filePractice.fileLesson.PdfFileTest","zipFileParsingTest"
"","3219","Заполнение всех параметров простой формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.SimpleFormTest","com.demoqa.tests.SimpleFormTest","fillAllParamSimpleFormTest"
"","447","jaksonFromModelTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","jaksonFromModelTest"
"","0","xlsFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","xlsFileParsingTest"
"","0","Проверка поиска по объявлениям Авито с запросом {0} по городу {1}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","avitoProductSearchByTownTest"
"","0","uploadFileTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.SelenideFilesTest","filePractice.fileLesson.SelenideFilesTest","uploadFileTest"
"","859","xmlFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","xmlFromZipTest"
"","0","downloadFileTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.SelenideFilesTest","filePractice.fileLesson.SelenideFilesTest","downloadFileTest"
"","4090","Проверка валидации параметра 'Имя' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutFirstNameTest"
"","2883","pdfFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","pdfFromZipTest"
"","19","jaksonFromFileTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","jaksonFromFileTest"
"","4846","Заполнение обязательных параметров сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.FillFormTest","com.demoqa.tests.FillFormTest","requiredParamFillFormTest"
"","52","csvFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","csvFromZipTest"
"","0","Проверка заголовков подкатегории {0}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","categoryHeaderTest"
"","0","Проверка поиска по объявлениям Авито c запросом {0}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","avitoProductSearchTest"
"","8302","Заполнение всех параметров сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.FillFormTest","com.demoqa.tests.FillFormTest","fillAllParamFormTest"
"","4121","Проверка валидации параметра 'Номер телефон' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutPhoneNumberTest"
"","0","jsonFileParsingImprovedTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","jsonFileParsingImprovedTest"
"","1","zipFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","zipFileParsingTest"
"","0","jsonFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","jsonFileParsingTest"
"","0","csvFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","csvFileParsingTest"
"","0","pdfFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","pdfFileParsingTest"
"","3205","Проверка валидации параметра 'email' простой формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.SimpleFormTest","com.demoqa.tests.SimpleFormTest","withWrongEmailSimpleTest"
"","3793","Проверка валидации параметра 'Фамилия' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutSecondNameTest"
