"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4551","Проверка валидации параметра 'Фамилия' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutSecondNameTest"
"","3704","Заполнение всех параметров простой формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.SimpleFormTest","com.demoqa.tests.SimpleFormTest","fillAllParamSimpleFormTest"
"","6","zipFileParsingTest()","","2026-06-06","broken","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","zipFileParsingTest"
"","6454","xlsFileParsingTest()","","2026-06-06","passed","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","xlsFileParsingTest"
"","4274","Проверка валидации параметра 'Номер телефон' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutPhoneNumberTest"
"","0","jsonFileParsingImprovedTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","jsonFileParsingImprovedTest"
"","3855","Проверка валидации параметра 'email' простой формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.SimpleFormTest","com.demoqa.tests.SimpleFormTest","withWrongEmailSimpleTest"
"","0","zipFileParsingTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.PdfFileTest","filePractice.fileLesson.PdfFileTest","zipFileParsingTest"
"","1","csvFileParsingTest()","","2026-06-06","passed","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","csvFileParsingTest"
"","0","uploadFileTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.SelenideFilesTest","filePractice.fileLesson.SelenideFilesTest","uploadFileTest"
"","67","csvFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","csvFromZipTest"
"","0","downloadFileTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.SelenideFilesTest","filePractice.fileLesson.SelenideFilesTest","downloadFileTest"
"","4032","Проверка валидации параметра 'Имя' сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.NegativeFillFormTest","com.demoqa.tests.NegativeFillFormTest","withoutFirstNameTest"
"","0","pdfFileReadTest()","","2026-06-06","skipped","2026-06-06","","filePractice.fileLesson.PdfFileTest","filePractice.fileLesson.PdfFileTest","pdfFileReadTest"
"","737","pdfFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","pdfFromZipTest"
"","369","jaksonFromModelTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","jaksonFromModelTest"
"","4514","Заполнение обязательных параметров сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.FillFormTest","com.demoqa.tests.FillFormTest","requiredParamFillFormTest"
"","5759","pdfFileParsingTest()","","2026-06-06","failed","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","pdfFileParsingTest"
"","0","Проверка заголовков подкатегории {0}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","categoryHeaderTest"
"","8367","Заполнение всех параметров сложной формы","","2026-06-06","passed","2026-06-06","","com.demoqa.tests.FillFormTest","com.demoqa.tests.FillFormTest","fillAllParamFormTest"
"","0","Проверка поиска по объявлениям Авито с запросом {0} по городу {1}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","avitoProductSearchByTownTest"
"","731","xmlFromZipTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","xmlFromZipTest"
"","8","jsonFileParsingTest()","","2026-06-06","passed","2026-06-06","","filePractice.fileLesson.LessonsTest","filePractice.fileLesson.LessonsTest","jsonFileParsingTest"
"","0","Проверка поиска по объявлениям Авито c запросом {0}","","2026-06-06","skipped","2026-06-06","","ru.avito.tests.AvitoTest","ru.avito.tests.AvitoTest","avitoProductSearchTest"
"","8","jaksonFromFileTest()","","2026-06-06","passed","2026-06-06","","filePractice.TestMethods","filePractice.TestMethods","jaksonFromFileTest"
